타임스탬프,사용자ID,화면,이벤트,대상,값,행동,브라우저,디바이스
2026. 2. 6 오후 11:33:48,session_1770388097242_w8eivflt3,기획1-2_화면,미션 시작,기획1-2_미션시작,,기획1-2_미션시작 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:50,session_1770388405648_mxufdmcgx,편집1-1_화면,미션 시작,편집1-1_미션시작,,편집1-1_미션시작 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:54,session_1770388097242_w8eivflt3,기획1-2_화면,버튼 클릭,cut_select,"{""cutId"":1,""cutLabel"":""1"",""cutTitle"":""인트로(첫 장면)"",""prevCutId"":1,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:34:00,session_1770388097242_w8eivflt3,기획1-2_화면,버튼 클릭,메모입력완료,"{""cutId"":1,""cutLabel"":""1"",""cutTitle"":""인트로(첫 장면)"",""memoLength"":1,""memoText"":""ㅇ""}",메모입력완료 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:34:00,session_1770388438709_qgh8lhyat,로그인,화면 진입,,,로그인 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:34:03,session_1770388438709_qgh8lhyat,편집6-1_화면,화면 진입,,,편집6-1_화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:34:07,session_1770388438709_qgh8lhyat,편집6-1_화면,미션 시작,편집6-1_기본미션시작,,편집6-1_기본미션시작 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:34:10,session_1770388438709_qgh8lhyat,편집6-1_화면,버튼 클릭,컷4,"{""currentCut"":1,""targetCut"":4,""hasVideo"":false,""isPlaying"":false,""missionStage"":0}",컷4 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:34:10,session_1770388446496_zbvmpyca8,로그인,화면 진입,,,로그인 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:34:11,session_1770388382928_ce0aziv5e,기획1-1,버튼 클릭,다음,,다음 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:34:15,session_1770388382928_ce0aziv5e,기획1-1_화면,화면 진입,,,기획1-1_화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:34:16,session_1770388446496_zbvmpyca8,편집6-1_미션설명,화면 진입,,,편집6-1_미션설명 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:34:18,session_1770388382928_ce0aziv5e,기획1-1_화면,미션 시작,기획1-1_미션시작,,기획1-1_미션시작 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:34:21,session_1770388382928_ce0aziv5e,기획1-1_화면,버튼 클릭,미션포기,"{""memoCount"":0,""totalCuts"":6,""totalMemoLength"":0,""memoDetails"":[{""cutId"":1,""hasMemo"":false,""memoLength"":0},{""cutId"":2,""hasMemo"":false,""memoLength"":0},{""cutId"":3,""hasMemo"":false,""memoLength"":0},{""cutId"":4,""hasMemo"":false,""memoLength"":0},{""cutId"":5,""hasMemo"":false,""memoLength"":0},{""cutId"":6,""hasMemo"":false,""memoLength"":0}],""completed"":false}",미션포기 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:34:23,session_1770388446496_zbvmpyca8,편집6-1_미션설명,버튼 클릭,다음,,다음 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:34:24,session_1770388382928_ce0aziv5e,기획1-1_화면,화면 이탈,,7.2초,기획1-1_화면 화면 이탈 ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:34:26,session_1770388382928_ce0aziv5e,기획1-1,화면 진입,,,기획1-1 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:34:29,session_1770388446496_zbvmpyca8,편집6-1_화면,화면 진입,,,편집6-1_화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:34:31,session_1770388446496_zbvmpyca8,편집6-1_화면,미션 시작,편집6-1_기본미션시작,,편집6-1_기본미션시작 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:34:52,session_1770388382928_ce0aziv5e,기획1-1,버튼 클릭,다음,,다음 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:34:56,session_1770388382928_ce0aziv5e,기획1-1_화면,화면 진입,,,기획1-1_화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:35:02,session_1770388382928_ce0aziv5e,기획1-1_화면,미션 시작,기획1-1_미션시작,,기획1-1_미션시작 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:35:07,session_1770388382928_ce0aziv5e,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":1,""cutTitle"":""인트로(첫 장면)"",""prevCutId"":1,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:35:12,session_1770388382928_ce0aziv5e,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":1,""cutTitle"":""인트로(첫 장면)"",""prevCutId"":1,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:35:18,session_1770388382928_ce0aziv5e,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":1,""cutTitle"":""인트로(첫 장면)"",""prevCutId"":1,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:35:23,session_1770388382928_ce0aziv5e,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":1,""cutTitle"":""인트로(첫 장면)"",""prevCutId"":1,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:35:26,session_1770388382928_ce0aziv5e,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":1,""cutTitle"":""인트로(첫 장면)"",""prevCutId"":1,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:35:34,session_1770388382928_ce0aziv5e,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":1,""cutTitle"":""인트로(첫 장면)"",""prevCutId"":1,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:35:42,session_1770388537885_01jbab66q,로그인,화면 진입,,,로그인 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:35:46,session_1770388374098_mk7o120bn,메인 미션 화면,버튼 클릭,mission_10,,mission_10 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:35:51,session_1770388537885_01jbab66q,메인 미션 화면,화면 진입,,,메인 미션 화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:35:53,session_1770388374098_mk7o120bn,메인 미션 화면,미션 시작,mission_10,,mission_10 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:35:55,session_1770388374098_mk7o120bn,기획1-1,화면 진입,,,기획1-1 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:35:59,session_1770388374098_mk7o120bn,기획1-1,버튼 클릭,다음,,다음 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:36:00,session_1770388558708_pfz2leyx4,로그인,화면 진입,,,로그인 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:36:01,session_1770388374098_mk7o120bn,기획1-1_화면,화면 진입,,,기획1-1_화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:36:05,session_1770388374098_mk7o120bn,기획1-1_화면,미션 시작,기획1-1_미션시작,,기획1-1_미션시작 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:36:05,session_1770388563769_vfxbr4rte,로그인,화면 진입,,,로그인 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:36:08,session_1770388563769_vfxbr4rte,편집6-1_미션설명,화면 진입,,,편집6-1_미션설명 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:36:11,session_1770388563769_vfxbr4rte,편집6-1_미션설명,버튼 클릭,다음,,다음 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:36:14,session_1770388563769_vfxbr4rte,편집6-1_화면,화면 진입,,,편집6-1_화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:36:17,session_1770388563769_vfxbr4rte,편집6-1_화면,미션 시작,편집6-1_기본미션시작,,편집6-1_기본미션시작 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:36:19,session_1770388563769_vfxbr4rte,편집6-1_화면,버튼 클릭,뒤로가기,"{""currentCut"":1,""uploadedCuts"":0,""subtitledCuts"":0,""missionStage"":0,""aiUsed"":false}",뒤로가기 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:36:23,session_1770388580039_qtfkhufle,로그인,화면 진입,,,로그인 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:36:25,session_1770388563769_vfxbr4rte,편집6-1_화면,화면 이탈,,2.3초,편집6-1_화면 화면 이탈 ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:36:28,session_1770388563769_vfxbr4rte,편집6-1_미션설명,화면 진입,,,편집6-1_미션설명 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:36:58,session_1770388374098_mk7o120bn,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":2,""cutTitle"":""테이블 풀샷"",""prevCutId"":1,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:37:01,session_1770388374098_mk7o120bn,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":1,""cutTitle"":""인트로(첫 장면)"",""prevCutId"":2,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:37:06,session_1770388537885_01jbab66q,로그인,화면 진입,,,로그인 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:37:08,session_1770388537885_01jbab66q,메인 미션 화면,화면 진입,,,메인 미션 화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:37:11,session_1770388537885_01jbab66q,메인 미션 화면,버튼 클릭,mission_12,,mission_12 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:37:14,session_1770388537885_01jbab66q,메인 미션 화면,미션 시작,mission_12,,mission_12 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:37:17,session_1770388537885_01jbab66q,기획1-2,화면 진입,,,기획1-2 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:37:20,session_1770388537885_01jbab66q,메인 미션 화면,버튼 클릭,mission_6,,mission_6 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:37:22,session_1770388537885_01jbab66q,기획1-2,버튼 클릭,다음,,다음 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:37:24,session_1770388537885_01jbab66q,로그인,화면 진입,,,로그인 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:37:28,session_1770388537885_01jbab66q,기획1-2_화면,화면 진입,,,기획1-2_화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:37:33,session_1770388537885_01jbab66q,메인 미션 화면,화면 진입,,,메인 미션 화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:37:35,session_1770388537885_01jbab66q,기획1-2_화면,미션 시작,기획1-2_미션시작,,기획1-2_미션시작 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:37:39,session_1770388537885_01jbab66q,메인 미션 화면,버튼 클릭,mission_11,,mission_11 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:37:41,session_1770388537885_01jbab66q,기획1-2_화면,버튼 클릭,cut_select,"{""cutId"":1,""cutLabel"":""1"",""cutTitle"":""인트로(첫 장면)"",""prevCutId"":1,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:37:47,session_1770388537885_01jbab66q,메인 미션 화면,미션 시작,mission_11,,mission_11 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:37:51,session_1770388537885_01jbab66q,기획1-2_화면,버튼 클릭,cut_select,"{""cutId"":1,""cutLabel"":""1"",""cutTitle"":""인트로(첫 장면)"",""prevCutId"":1,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:37:55,session_1770388537885_01jbab66q,기획1-2_화면,버튼 클릭,cut_select,"{""cutId"":1,""cutLabel"":""1"",""cutTitle"":""인트로(첫 장면)"",""prevCutId"":1,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:37:59,session_1770388537885_01jbab66q,기획1-2_화면,버튼 클릭,cut_select,"{""cutId"":2,""cutLabel"":""2 - 5"",""cutTitle"":""카페 보여주기"",""prevCutId"":1,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:38:01,session_1770388537885_01jbab66q,메인 미션 화면,화면 진입,,,메인 미션 화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:38:05,session_1770388537885_01jbab66q,기획1-2_화면,버튼 클릭,cut_select,"{""cutId"":3,""cutLabel"":""6"",""cutTitle"":""마무리 장면"",""prevCutId"":2,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:38:07,session_1770388537885_01jbab66q,메인 미션 화면,버튼 클릭,mission_6,,mission_6 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:38:10,session_1770388537885_01jbab66q,기획1-2_화면,버튼 클릭,cut_select,"{""cutId"":2,""cutLabel"":""2 - 5"",""cutTitle"":""카페 보여주기"",""prevCutId"":3,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:38:13,session_1770388537885_01jbab66q,메인 미션 화면,미션 시작,mission_6,,mission_6 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:38:15,session_1770388537885_01jbab66q,기획1-2_화면,버튼 클릭,cut_select,"{""cutId"":1,""cutLabel"":""1"",""cutTitle"":""인트로(첫 장면)"",""prevCutId"":2,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:38:17,session_1770388537885_01jbab66q,data_analysis,화면 진입,,,data_analysis 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:38:23,session_1770388537885_01jbab66q,기획1-2_화면,버튼 클릭,cut_select,"{""cutId"":2,""cutLabel"":""2 - 5"",""cutTitle"":""카페 보여주기"",""prevCutId"":1,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:38:26,session_1770388537885_01jbab66q,data_analysis,버튼 클릭,뒤로가기,,뒤로가기 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:38:30,session_1770388537885_01jbab66q,기획1-2_화면,버튼 클릭,cut_select,"{""cutId"":2,""cutLabel"":""2 - 5"",""cutTitle"":""카페 보여주기"",""prevCutId"":2,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:38:33,session_1770388537885_01jbab66q,메인 미션 화면,화면 진입,,,메인 미션 화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:38:36,session_1770388537885_01jbab66q,기획1-2_화면,버튼 클릭,cut_select,"{""cutId"":2,""cutLabel"":""2 - 5"",""cutTitle"":""카페 보여주기"",""prevCutId"":2,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:38:38,session_1770388537885_01jbab66q,메인 미션 화면,버튼 클릭,mission_11,,mission_11 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:38:41,session_1770388537885_01jbab66q,메인 미션 화면,미션 시작,mission_11,,mission_11 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:38:50,session_1770388537885_01jbab66q,기획1-2_화면,버튼 클릭,메모입력완료,"{""cutId"":2,""cutLabel"":""2 - 5"",""cutTitle"":""카페 보여주기"",""memoLength"":44,""memoText"":""자리가 넉넉하고 테이블간 간격이 넓어서 좋았었는데 저번에 작성한 내용 옮겨야지!""}",메모입력완료 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
